Tên Sản Phẩm,Giá,Thương Hiệu,Loại,Mã Sản Phẩm,Năm Đăng Ký,Dung Tích,Màu Sắc,Tình Trạng,Smartkey,Thông Tin Sản Phẩm
Winner 28H-357DA,17.000.000₫,Honda,Winner,28H-357DA,2018,150cc,Đỏ trắng,Còn hàng,,"Honda Winner, dung tích 150cc, màu đỏ trắng đen. Xe đẹp xuất sắc, xe đẹp xuất sắc, không một lỗi nhỏ. Xe được Honda trang bị động cơ PGM-FI, 4 kỳ, DOHC, xi-lanh đơn, dung tích 149,1cc, làm mát bằng dung dịch kết hợp hộp số 6 cấp, giúp sản sinh công suất tối đa 15,4 mã lực tại 9.000 vòng/phút, mô-men xoắn cực đại 13.5 Nm tại 6.500 vòng/phút."
Airblade 24B-139DE,33.600.000₫,Honda,Airbade,24B-139DE,2022,125cc,Xanh đen,Còn hàng,,"Honda Airblade, khóa smartkey, màu xanh đen, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Wave A 18D-638GG,14.500.000₫,Honda,Wave A,18D-638GG,2020,110cc,Xanh bạc đen,Còn hàng,,"Honda Wave A, màu xanh đen, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Lead 30N-06KD,14.300.000₫,Honda,Lead,30N-06KD,2010,110cc,Bạc đen,Còn hàng,,"Honda Lead, màu bạc đen, dung tích 110cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
Wave RSX FI 29N-379DD,12.600.000₫,Honda,Wave rsx,29N-379DD,2015,110cc,Đỏ đen,Còn hàng,,"Honda Wave RSX FI, màu đỏ đen, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Lead 29P-040HC,12.800.000₫,Honda,Lead,29P-040HC,2011,110cc,Trắng đen,Còn hàng,,"Honda Lead, màu trắng đen, dung tích 110cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
SH Mode 29X-233JJ,37.300.000₫,Honda,SH Mode,29X-233JJ,2014,125cc,Xanh đen,Còn hàng,,"Honda SH Mode, màu xanh đen, dung tích 125cc. Xe đẹp xuất sắc, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
Vision 29V-897ED,41.500.000₫,Honda,Vision,29V-897ED,2023,110cc,Xám đen đỏ,Còn hàng,,"Honda Vision, màu xám đen đỏ, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Click 33P-10KA,8.800.000₫,Honda,Click,33P-10KA,2007,110cc,Trắng,Còn hàng,,"Honda Click, màu trắng đen, dung tích 110cc. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade 29E-116AJ,27.000.000₫,Honda,Airblade,29E-116AJ,2016,125cc,Trắng bạc đen,Còn hàng,,"Honda Airblade, màu trắng đen, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
SH CBS 29V-523KK,70.000.000₫,Honda,SH,29V-523KK,2020,125cc,Đỏ đen,Còn hàng,,"Honda SH CBS, màu đỏ đen, dung tích 125cc, xe có khóa smartkey thông minh, an toàn, hiện đại, xe đẹp xuất sắc, đi cực ít. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả. "
Wave RSX 98D-271EJ,9.000.000₫,Honda,Wave rsx,98D-271EJ,2014,110cc,Đỏ đen,Còn hàng,,"Honda Wave RSX, màu đen đỏ, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
SH Mode 29V-248AF,38.500.000₫,Honda,SH Mode,29V-248AF,2015,125cc,Đen,Còn hàng,,"Honda SH Mode, màu đen, dung tích 125cc. Xe đẹp xuất sắc, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
Dream Thái 29-158-V4,14.000.000₫,Honda,Dream,29-158-V4,1993,100cc,Nâu,Còn hàng,,"Honda Dream Thái, màu nâu, dung tích 100cc. Hàng hiếm đẹp xuất sắc, xe có hình thức đẹp lung linh, máy chất, êm, chạy khoẻ, xăng đi 2,2L/100km. Đây là một trong những dòng xe hot nhất của giới trẻ hiện nay. Xe đa dụng, phù hợp với nhiều thế hệ người tiêu dùng bởi tính mạnh mẽ, bền bỉ và tiết kiệm nhiên liệu."
Wave RSX FI 29E-240JF,15.000.000₫,Honda,Wave rsx,29E-240JF,2017,110cc,Đen đỏ,Còn hàng,,"Honda Wave RSX FI, vành đúc, phanh đĩa, màu đen, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Lead 29V-581HC,39.300.000₫,Honda,Lead,29V-581HC,2021,125cc,Đen nâu,Còn hàng,,"Honda Lead, khóa chìa, màu đen nâu, dung tích 125cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
Vision 18H-555AK,24.800.000₫,Honda,Vision,18H-555AK,2019,110cc,Trắng đen,Còn hàng,,"Honda Vision, màu trắng đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade 12H-004DK,15.300.000₫,Honda,Airblade,12H-004DK,2011,110cc,Đỏ đen,Còn hàng,,"Honda Airblade, màu đỏ bạc đen, dung tích 110cc, xe đẹp đi rất ít. Xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Wave S 30Y-21HJ,8.300.000₫,Honda,Wave S,30Y-21HJ,Xanh xám đen,110cc,Xanh bạc đen,Còn hàng,,"Honda Wave S, màu xanh bạc đen, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Lead 29S-008HK,37.000.000₫,Honda,Lead,29S-008HK,2021,125cc,Vàng đen,Còn hàng,,"Honda Lead, đèn Led, khóa smartkey, màu vàng đen, dung tích 125cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
Vision 24B-965JB,33.000.000₫,Honda,Vision,24B-965JB,2021,110cc,Đen đỏ,Còn hàng,,"Honda Vision, màu đen đỏ, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Winner 18B-937CF,18.500.000₫,Honda,Winner,18B-937CF,2017,150cc,Xanh trắng,Còn hàng,,"Honda Winner, dung tích 150cc, màu xanh trắng đen. Xe đẹp xuất sắc, xe đẹp xuất sắc, không một lỗi nhỏ. Xe được Honda trang bị động cơ PGM-FI, 4 kỳ, DOHC, xi-lanh đơn, dung tích 149,1cc, làm mát bằng dung dịch kết hợp hộp số 6 cấp, giúp sản sinh công suất tối đa 15,4 mã lực tại 9.000 vòng/phút, mô-men xoắn cực đại 13.5 Nm tại 6.500 vòng/phút."
Vision 36D-711BB,29.800.000₫,Honda,Vision,36D-711BB,Default Title,,,Còn hàng,,"Honda Vision, màu đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Lead 29E-420KB,28.000.000₫,Honda,Lead,29E-420KB,2018,125cc,Đỏ đen,Còn hàng,,"Honda Lead, khóa chìa, màu đỏ đen, dung tích 125cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
Airblade 30F-54GA,11.500.000₫,Honda,Airblade,30F-54GA,2008,110cc,Đỏ đen,Còn hàng,,"Honda Airblade, form nhỏ, màu đỏ đen, dung tích 110cc. Hàng hiếm đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Dream 29X-995FD,22.000.000₫,Honda,Dream,29X-995FD,2021,100cc,Nâu,Còn hàng,,"Honda Dream, màu nâu, dung tích 100cc. Hàng hiếm đẹp xuất sắc, xe có hình thức đẹp lung linh, máy chất, êm, chạy khoẻ, xăng đi 2,2L/100km. Đây là một trong những dòng xe hot nhất của giới trẻ hiện nay. Xe đa dụng, phù hợp với nhiều thế hệ người tiêu dùng bởi tính mạnh mẽ, bền bỉ và tiết kiệm nhiên liệu."
Lead 30M-74BD,11.000.000₫,Honda,Lead,30M-74BD,2010,110cc,Vàng đen,Còn hàng,,"Honda Lead, màu vàng đen, dung tích 110cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
Vision 29M-668AG,26.000.000₫,Honda,Vision,29M-668AG,2018,110cc,Vàng nâu,Còn hàng,,"Honda Vision, màu vàng nâu, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Wave RSX 99K-017GK,10.200.000₫,Honda,Wave rsx,99K-017GK,2011,110cc,Đỏ đen,Còn hàng,,"Honda Wave RSX, màu đen đỏ, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Future Fi 29D-495HF,24.500.000₫,Honda,Future,29D-495HF,Đen nâu,125cc,Đen,Còn hàng,,"Honda Future Fi, vành đúc, phanh đĩa, màu đen, dung tích 125cc. Xe đẹp long lanh, không một lỗi nhỏ. Future 125 FI mới vẫn sử dụng động cơ 4 kỳ, cam đơn SOHC, dung tích 125 phân khối và có phun xăng điện tử giúp tiết kiệm nhiên lFUiệu. Bản FI cho công suất tối đa 9,47 HP @ 7.500 RPM cùng momen xoắn cực đại 10,6 Nm @ 5.500 RPM. Ngoài ra xe còn được trang bị hộc đựng đồ U-Box đủ chứa một nón bảo hiểm nguyên đầu và hệ thống kiểm soát hơi xăng EVAPO thân thiện với môi trường, giúp giảm thiểu tối đa sự phát tán hơi xăng ra không khí."
SH 29V-288GC,59.800.000₫,Honda,SH,29V-288GC,2016,150cc,Đen,Còn hàng,,"Honda SH, màu đen, dung tích 150cc, xe có khóa smartkey thông minh, an toàn, hiện đại, xe đẹp xuất sắc, đi cực ít. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả. "
Wave Blade 29E-946DC,13.600.000₫,Honda,Wave Blade,29E-946DC,2015,110cc,Đen trắng,Còn hàng,,"Honda Wave Blade, vành đúc, phanh đĩa, màu trắng đen, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
SH ABS 29M-805DC,86.500.000₫,Honda,SH,29M-805DC,2020,150cc,Xám đen,Còn hàng,,"Honda SH ABS, màu xắm đen, dung tích 150cc, xe có khóa smartkey thông minh, an toàn, hiện đại, xe đẹp xuất sắc, đi cực ít. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả. "
Wave RSX FI 29K-821JE,13.300.000₫,Honda,Wave rsx,29K-821JE,2019,110cc,Đen xám,Còn hàng,,"Honda Wave RSX FI, phanh đĩa, màu đen xám, dung tích 110cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
